STA_SEQ,Station_Name,Proximity_Landmark,YLat,XLong
17013,Rose Brook,In Rose Hill WMA 200 M US rose hill rd,41.4797,-72.0119
17014,RUBY BROOK,100 M US of southern most crossing,41.9239,-72.2539
17015,SAFSTROM BROOK,US of Wood Bridge off Wopowag Rd.,41.5281,-72.4794
17016,SALMON BROOK,US of Keeney Cove,41.7144,-72.6194
17017,SALMON CREEK (Salmon Kill),US bridge at Salmon Kill Farm,41.9489,-73.3894
17018,SALMON CREEK (Salmon Kill),50 M US mouth,41.9336,-73.3667
17019,SALMON RIVER,DS Day Meadow Bridge,41.566601,-72.437254
17020,SALMON RIVER,TBD,41.5606,-72.4403
17021,SALMON RIVER,TBD,41.5669,-72.4381
17022,Salmon River,US of bigelow brook in salmon river SF,41.548315,-72.451615
17023,Salmon River,from powerline crossing in tma US to wolf brook confluence,41.56098,-72.440081
17024,SANDERS HILL BROOK,20 M US Rte 45,41.7617,-73.3525
17025,SANDY BROOK,0.25 mi DS MT Pisgah Rd on Sandy Bk Rd.,41.9978,-73.0794
17026,SANDY BROOK,US of elliott rd,41.8089,-71.9897
17027,SANFORD BROOK,DS of 2nd Crossing US Lake Bethany,41.432,-72.9747
17028,SAP TREE RUN,25 M DS of rte 44,41.86,-71.9733
17029,SAWMILL BROOK,At Jct with dirt rd 500 yards from Rte 20,41.9908,-72.9672
17030,SAWMILL BROOK,Along Bell St.,41.5756,-72.7297
17031,SAWMILL BROOK,DS Trimountain Rd,41.453316,-72.722669
17032,SAWMILL BROOK,US of Lake Candlewood at Sherman Town Park,41.5767,-73.4933
17033,SCANTIC RIVER,US of Durkee Rd,42.0036,-72.4606
17034,SCHENOB BROOK,280 Beaver Dam Rd,42.0347,-73.4114
17035,SECOND HILL BROOK,100 M DS Roxbury Rd (Old Turnpike Rd),41.5614,-73.3564
17036,Shantock Brook,parallel to fort shantok road 100 meter ds of crossing,41.4794,-72.0836
17037,SHATTUCK BROOK,US Nichols Rd,41.5117,-73.0839
17038,SHEPAUG RIVER,At Hodge Park,41.5631,-73.3278
17039,Sherman Brook,US of Obrien Rd,41.5764,-72.2875
17040,Shetucket River (upper),200 M DS of rte 197,41.6161,-72.0783
17041,Shetucket River tributary to,US of shetucket river confluence above rte 203,41.6833,-72.1669
17042,Shetucket River tributary to,Off mukluk club access rd at NU gate to scotland dam,41.6503,-72.113
17043,Shetucket River tributary to,TBD,41.5422,-72.0714
17044,Shetucket River tributary to,US of rte 97,41.585,-72.0481
17045,Shewville Brook,DS of mathewson mill rd,41.4858,-72.0055
17046,Shewville Brook,above pond in lincoln park,41.4897,-72.0297
17047,Shunock River,below gravel pit off rte 184,41.4253,-71.8506
17048,Shunock River,above old bridge at end of Huntly rd,41.4497,-71.8911
17049,SHUNWAY BROOK,DS of brickyard rd,42.0011,-71.9194
17050,SIBLEY BROOK,20 M US westford rd,41.91,-72.12
17051,SKUNGAMAUG RIVER TRIB.,DS of carpenter rd,41.8104,-72.3486
17052,SLOCUM RIVER,US waterfall on MDC logging Rd,42.0322,-73.0353
17053,SLUICE CREEK,33 M DS Rte 1 and Rte 146,41.29,-72.6744
17054,SMITH POND BROOK,DS of powerlines off Northfield Rd,41.6222,-73.1197
17055,SNAKE MEADOW BROOK,DS of Demers Rd,41.7478,-71.8511
17056,SNAKE MEADOW BROOK,DS of hubbard rd 300 meters DS of rte 6,41.7722,-71.8497
17057,SOUTH BRANCH BULLET HILL BROOK,DS of Rte 84 entrance ramp,41.4761,-73.2106
17058,SOUTH BROOK,DS Rte 6,41.523846,-73.202927
17059,SPAULDING BROOK,US Moutain Rd,41.9878,-73.1928
17060,SPRING BROOK,Above pond and parallel to Indian Mountain Rd,41.9175,-73.4689
17061,SPRING LOT BROOK,Off McVeaugh Rd US access Rd for town dump,41.3019,-72.4569
17062,SPRINGDALE BROOK,End of Parry Court,41.1144,-73.5205
17063,SPRUCE BROOK,US of trib US of Nursery,41.7617,-73.1406
17064,SQUAW HOLLOW BROOK,DS of rte 44,41.8534,-72.1793
17065,STANNARD POND OUTFLOW,At Rte 79 crossing,41.4183,-72.6553
17066,Steele Brook,section parallel to rte 73 just upstream of municiple stadium,41.5814,-73.0708
17067,Steele Brook,US of STP Driveway,41.5917,-73.1028
17068,STEWART HOLLOW BROOK,25 M US mouth,41.7783,-73.4189
17069,STILES BROOK,DS of old town rd,41.912,-72.2319
17070,STILL BROOK,DS Rte 202,41.7219,-73.2464
17071,STILL RIVER,Parallel to Rte 8 at Pre-cast concrete factory,41.9369,-73.0553
17072,STILL RIVER,At pull-in for CT DOT Winsted office,41.8947,-73.0744
17073,Mill River,at Route 15 crossing,41.2147,-73.2591
17074,Natchaug River,US brigde in state park picnic area off Rte 198,41.8417,-72.0915
17075,Still River,US of Grays bridge rd,41.4392,-73.3989
17076,Still River,150 M US of grays bridge rd continuation of site 5216,41.4381,-73.4719
17077,Still River,DS of White Rd,41.4014,-73.4283
17078,Still River,at harrybrook town park just above lake lillononah,41.5378,-73.4125
17079,STILL RIVER,400 M US of rte 44 at sand and gravel facility,41.8789,-72.085
17080,STONEHOUSE BROOK,US of tower hill rd,41.8008,-72.1428
17081,STONEHOUSE BROOK,DS of bedlam rd,41.7764,-72.1489
17082,STONY BROOK,Hale Street at nursery,41.9639,-72.6811
17083,STONY BROOK,Above High School Lane at Darien Methodist Church,41.0839,-73.4878
17084,Stony Brook,DS I395 adjacent and parallel to,41.459782,-72.114375
17085,Stony Brook,above falls brook in Channelized area behind rest stop on 395,41.4739,-72.1181
17086,Stony Brook,from head of tide to dam below rte 32,41.4522,-72.1058
17087,STONY BROOK,DS of appell rd,41.7856,-71.9894
17088,STORE HOUSE BROOK,US Rte 219 Bridge,41.9128,-72.9461
17089,STRAITSVILLE BROOK,US of Rte 63,41.4683,-73.0244
17090,SUCCOR BROOK,Upstream of Lumber yard near Goodspeed Opera House,41.4511,-72.4611
17091,SUCKER BROOK,US Sucker Brook Rd,41.8519,-73.2647
17092,Sugar Brook,Below Sugar Rd,41.7144,-71.9381
17093,SUMNER BROOK,10 M US Lyceum Rd,41.5183,-72.6297
17094,Susquetonscut Brook,150 M DS of Meetinghouse hill rd (ledges),41.5969,-72.153
17095,Susquetonscut Brook,US of rte 207,41.6439,-72.2042
17096,Susquetonscut Brook tributary to,below swamp DS of bender rd,41.6733,-72.2197
17097,Tankerhoosen River,below railroad brook,41.829893,-72.453675
17098,Macedonia Brook,downstream Bog Hollow Brook in field,41.741,-73.4949
17099,Tankerhoosen River,US of bolton road Immediately US of belden pond,41.8314,-72.4472
17100,Tankerhoosen River,61 meters above belden pond,41.8317,-72.4467
17101,Tankerhoosen River (Pond),in pond (siene sample),41.8308,-72.4475
17102,Rickenback Brook (Hatch Brook),125m downstream of Reservoir Road,41.8328,-72.4458
17103,TANNERY BROOK,300 M US Little Pond,41.7358,-73.1958
17104,TATETUCK BROOK,Below Everett Rd,41.2831,-73.2819
17105,TATETUCK BROOK,Below Everett Rd DS of Site 2121,41.2831,-73.2819
17106,TATNIC BROOK,400 M US of blackwell brook confluence,41.7361,-71.9542
17107,Macedonia Brook,upstream Bog Hollow Brook at Macedonia Brook Road,41.7438,-73.4946
17108,TAYLOR BROOK,DS of rte 171,41.9386,-72.0003
17109,TEN MILE RIVER,upstream of W. Johnson Road meandering meadow,41.5544,-72.9008
17110,TENMILE RIVER,DS of RR bridge,41.6786,-72.2683
17111,TENMILE RIVER,US of cooks hill rd,41.7003,-72.2555
17112,TENMILE RIVER tributary to,100 M above powerline access rd off card st,41.6978,-72.2372
17113,THAYER BROOK,100 M US Schagticoke Rd,41.710126,-73.491243
17114,THEIMS BROOK,US from Hop river,41.7328,-72.3169
17115,THOMPSON BROOK,US Old Avon Farms Rd,41.7725,-72.8361
17116,Thompson Brook,400 M US great brook US of private dirt rd off gales ferry rd,41.3975,-72.0411
17117,THRASHER BROOK,DS Kings Rd,42.0172,-72.4533
17118,Threemile River,DS of mile creek rd,41.3031,-72.2617
17119,TODD HOLLOW BROOK,DS of South St,41.6522,-73.0361
17120,TODD HOLLOW BROOK,US Todd Hollow Rd off Rte 6,41.6708,-73.0414
17121,TORRINGFORD BROOK,50 M US Behren's Rd Bridge,41.8345,-73.0408
17122,TOWANTIC BROOK,100 M Down Hill Past end of Harpin Rd,41.4408,-73.1044
17123,Trading Cove Brook,US of round brook confluence US of powerline,41.5169,-72.18
17124,TRANSYLVANIA BROOK,At Mcmillan park DS of Meadow Brook Rd,41.4794,-73.2603
17125,TRANSYLVANIA BROOK,DS of Upper Rte ## at Southbury Training School,41.4956,-73.2575
17126,TRANSYLVANIA BROOK,At Mcmillen Park,41.4781,-73.2606
17127,BULLYMUCK BROOK tributary to,30 M US mouth,41.5889,-73.4631
17128,CURTISS BROOK tributary to,US of Rte 108,41.3156,-73.1164
17129,DEEP BROOK tributary to,US of Head of Meadow Rd,41.3922,-73.3153
17130,EAST SPRING BROOK tributary to,DS Green Hill Rd,41.6292,-73.1997
17131,LAKE LILLINONAH tributary to,DS of Hemlock Rd,41.5189,-73.3839
17132,PUTNAM LAKE tributary to,US of Columbia Drive,41.4747,-73.5286
17133,TRANSYLVANIA BROOK tributary to,Parallel to Flag Swamp Rd 200 M US trib,41.5069,-73.27
17134,TRANSYLVANIA BROOK tributary to,Parallel to Rte 67 US town line,41.5142,-73.2553
17135,WALKER BROOK tributary to,US mouth Between Walker Brook Road and Chapin Road,41.614343,-73.355702
17136,WALKER BROOK tributary to,50 M US Walker Brook Rd,41.6003,-73.3522
17137,WIGWAM BROOK tributary to,US Blakeslee Rd,41.7072,-73.1439
17138,Nylbs Brook,75m Upstream Smokey Hollow Rd,41.6883,-73.2656
17139,BANTAM RIVER tributary to,DS of East Litchfield Rd,41.7458,-73.1739
17140,CARSE BROOK tributary to,US Mouth,41.8761,-73.3964
17141,COBBLE BROOK tributary to,Parallel to Rte 341,41.717015,-73.448011
17142,EAST ASPETUCK RIVER tributary to,15 M US mouth,41.6689,-73.3625
17143,EAST ASPETUCK RIVER tributary to,US Mouth,41.6283,-73.3975
17144,EAST BR. NAUGATUCK RIVER tributary to,500 M US mouth parallel to Sawmill Hill Rd,41.8586,-73.1261
17145,EAST BR. NAUGATUCK RIVER tributary to,50 M US Cardinal Circle,41.8708,-73.1217
17146,EAST BR. SHEPAUG RIVER tributary to,50 M US Mouth,41.7158,-73.2928
17147,EAST BR. SHEPAUG RIVER tributary to,DS Wadhams Rd in State Forest,41.8264,-73.295
17148,HALL MEADOW BROOK tributary to,100 M US Parker Hill Rd,41.9189,-73.1881
17149,HOUSATONIC RIVER tributary to,US Schagticoke Rd,41.6967,-73.5
17150,KENT FALLS BROOK tributary to,25 M DS Wilson Rd,41.7544,-73.3936
17151,LAKE WARAMAUG BROOK tributary to,200 M US mouth parallel to Town Hill rd,41.7383,-73.3369
17152,LEADMINE BROOK tributary to,Off Rte 222 2.5 KM mouth,41.7386,-73.0822
17153,MACEDONIA BROOK tributary to,US Mouth,41.7839,-73.4858
17154,Naromiyocknowhusunkatankshunk Brook tributary to,150 M US Mouth,41.6106,-73.4901
17155,NAUGATUCK RIVER tributary to,US of RR bridge 50 M US mouth,41.7314,-73.105
17156,NICKELMINE BROOK tributary to,US Whilst Pond Rd,41.850288,-73.193194
17157,ROCK BROOK tributary to,30 M US Rte 4,41.7764,-73.0228
17158,SALMON CREEK (Salmon Kill) tributary to,parallel to Rte 112 800 M US mouth,41.935,-73.4036
17159,SALMON CREEK (Salmon Kill) tributary to,DS of Rte 112,41.9347,-73.4047
17160,SHEPAUG RIVER Unnamed Tributary to,US Mouth,41.6561,-73.3206
17161,WANGUM LAKE BROOK tributary to,US Wangum Lake Brook Rd,41.975,-73.2711
17162,WEST ASPETUCK RIVER tributary to,400 M US Mouth,41.7153,-73.3906
17163,WEST ASPETUCK RIVER tributary to,DS Kent Hollow Rd,41.6725,-73.3897
17164,TWOMILE BROOK,Parallel to Derby-Milford Rd,41.3047,-73.065
17165,VALLEY BROOK,Off Valley Rd. 1.2 KM US Birdseye Brook,41.8239,-73.3347
17166,WACCABUC RIVER,Parallel to Rippowam Rd 200 yards US crossing,41.3,-73.5456
17167,Wachocastinook Creek,1.1 KM US of lower bridge on Mt Riga Rd,41.9983,-73.4436
17168,WADE BROOK,150 M above brooklyn rd,41.8242,-72.0108
17169,Waldo Brook,DS of Waldo rd,41.6547,-72.0986
17170,WALKER BROOK,US of Walker Brook Rd,41.6078,-73.3497
17171,WANGUM LAKE BROOK,100 M DS Cobble Rd,41.9453,-73.2983
17172,WANGUM LAKE BROOK,US Wangum lake Rd,41.9528,-73.2792
17173,WARAMAUG BROOK,US Town Farm Rd,41.7397,-73.3414
17174,WASH BROOK,US Gabb Rd Bridge off Rte 189,41.825,-72.7386
17175,WATTLES BROOK,US Rte 63 Parallel to Bunker Hill Rd,41.5783,-73.1028
17176,WEEKEEPEEMEE River,US of Brook Rd (Double Hill Rd),41.6486,-73.2247
17177,WELLS BROOK,75 M Us from mashapaug lake,42.0147,-72.1397
17178,WELTON BROOK,US of trail access in Flood Control Area,41.5217,-73.0736
17179,WEST ASPETUCK RIVER,US Kent Hollow Rd,41.6989,-73.4014
17180,WEST BR PEQUONNOCK RIVER,DS of Pepper St,41.3208,-73.2619
17181,WEST BRANCH BANTAM RIVER,DS of Norfolk Rd,41.7628,-73.1897
17182,WEST BRANCH BUTTERNUT BROOK,75 M DS Milton Rd,41.7595,-73.2375
17183,WEST BRANCH LEADMINE BROOK,Parallel Rte 4 opposite leadmine Bk Rd,41.7942,-73.0797
17184,WEST BRANCH LEADMINE BROOK,US Rte 183,41.8111,-73.0833
17185,WEST BRANCH SHEPAUG RIVER,Us of Access Rd of Flats Rock Rd,41.7947,-73.3228
17186,WEWAKA BROOK,Parallel to Rte 133 1.4 miles DS Wewaka Rd,41.4878,-73.3508
17187,Wheeler Brook,1.3 km DS of Taugwank Rd (30 M US of cattle crossing),41.4072,-71.8814
17188,WHETSTONE BROOK,Upstream of outfall of Crystal Pond,41.8347,-71.8544
17189,WHITE BROOK,DS of Barrett ledge brook confluence,41.8342,-71.9339
17190,WHITE HOLLOW BROOK,Parallel to White Hollow Rd,41.9122,-73.4028
17191,Whitford Brook (Lantern Hill),US of lantern hill rd,41.455,-71.9483
17192,WHITTLESEY BROOK,20 M US North Cove Rd,41.6864,-73.2206
17193,WIGWAM BROOK,US of Blakeslee Rd,41.7069,-73.1492
17194,Williams Brook Tributary to,US of shewville rd,41.447,-71.9728
17195,Willimantic River,US of rte 84 (gamefish only sample),41.8903,-72.303
17196,Willimantic River,from rte 74 to rte 84 (fall fish march),41.8808,-72.3067
17197,WILLIMANTIC RIVER,at pump house 1.3 km DS merrow rd,41.8147,-72.3172
17198,WILLIMANTIC RIVER,US of rte 32 at tolland town line,41.9325,-72.3092
17199,WILLIMANTIC RIVER,50 M US of 84 in TMA,41.8908,-72.3033
17200,WILLIMANTIC RIVER,300 M US of confluence with Natchaug in willimantic town park,41.713,-72.1968
17201,Willys Meadow Brook,US of 395,41.3811,-72.1878
17202,WIMISINK BROOK,400 M DS Rte 39,41.6422,-73.4964
17203,WINTERGREEN BROOK,TBD,41.6917,-72.5153
17204,WINTERGREEN BROOK,Below Wintergreen Ave,41.3328,-72.9553
17205,WOMENSHENUCK BROOK,US of Waller Rd,41.6547,-73.4767
17206,WOMENSHENUCK BROOK,US Station Rd,41.646271,-73.479476
17207,WOOD CREEK,US of Still Hill Rd,41.6486,-73.2411
17208,WOOD CREEK,US Private Rd at Wood Creek Farm off Ashpohtag Rd,42.0119,-73.1967
17209,WOODS STREAM,TBD,41.9831,-72.4953
17210,Wyassup Brook,US gridstone hill road,41.4719,-71.8586
17211,Wyassup Brook,under and above rte 49,41.4506,-71.8444
17212,Yantic River,150 M US of Colchester Rd,41.5728,-72.1775
17213,Yantic River,500 M US of waterman brook in upper portion of fly only,41.571126,-72.211707
17214,Quinebaug River,at Holland Road,42.1097,-72.1186
17215,Yawbucs Brook,Upstream of dirt road off Ryder Rd,41.465,-71.8939
17216,38,unknown,40.8793,-73.7188
17217,1,Great Captain Island/ Greenwich,40.9633,-73.6237
17218,2,Bayville Bridge,40.9347,-73.6007
17219,3,Stamford Harbor,40.9793,-73.5607
17220,4,Oyster Bay/ Lloyd Point,40.9378,-73.5193
17221,5,Shippan Point Stamford,41.0093,-73.5137
17222,6,Lloyd Point,40.9612,-73.4767
17223,7,South Norwalk,40.9503,-73.4253
17224,8,Huntington Bay,41.0408,-73.418
17225,10,Northport Bay,40.9517,-73.3325
17226,12,Shoal Point Fairfield,41.1087,-73.253
17227,13,Black Rock Harbor Entrance,41.0583,-73.2343
17228,14,Outer Smithtown Bay,40.9915,-73.2188
17229,16,Bridgeport,41.1203,-73.1625
17230,18,Stratford,41.1223,-73.09
17231,19,Stratford / Port Jefferson,41.0553,-73.0808
17232,20,Port Jefferson,40.994,-73.0423
17233,21,Milford Harbor,41.164,-73.0148
17234,22,Milford Harbor,41.0823,-73.0228
17235,23,New Haven Harbor Entrance,41.1402,-72.9488
17236,25,North Shore Beach,40.981,-72.9182
17237,26,New Haven Harbor Entrance,41.2092,-72.9085
17238,27,Branford Harbor,41.1587,-72.8495
17239,28,Branford Harbor,41.0782,-72.8335
17240,29,Branford Harbor,41.2315,-72.8297
17241,30,Money Island,41.1963,-72.7753
17242,31,Northville,41.0042,-72.7683
17243,32,Falkner Island,41.2415,-72.6657
17244,33,Roanoke Point,41.0038,-72.6512
17245,34,Duck Island,41.246,-72.4683
17246,J4,Horton Neck,41.0975,-72.45
17247,36,East CT River Mouth,41.2705,-72.2755
17248,A2,Willets Point,40.8008,-73.7873
17249,A4,Execution Rocks,40.8725,-73.7342
17250,B3,Rye Beach,40.9183,-73.6428
17251,C1,Oyster Bay,40.9558,-73.5803
17252,C2,Stamford,40.9843,-73.5022
17253,D3,Eatons Neck Point,40.9938,-73.4113
17254,9,Saugatuck River Entrance,41.0708,-73.3362
17255,E1,Nissequogue River Entrance,41.0193,-73.2913
17256,15,Smithtown Bay,40.9313,-73.2212
17257,F2,Bridgeport,41.0803,-73.1653
17258,F3,Crane Neck NY,41.0178,-73.1445
17259,H2,New Haven Harbor Entrance,41.178,-72.9605
17260,H4,New Haven Harbor Entrance,41.1017,-72.934
17261,H6,Herod Point,41.026,-72.9135
17262,I2,Sachem Head,41.1375,-72.655
17263,J2,Duck Island,41.182,-72.4577
17264,K2,Plum Gut Harbor,41.2343,-72.2658
17265,M3,Silver Eel Pond,41.2372,-72.0533
17266,N3,Watch Hill Point,41.2333,-71.8577
17267,Stony Brook,ds Gurley Road,41.3691,-72.173
17268,Cherry Brook,at Humphrey Rd Br,41.8529,-72.9201
17269,Cherry Brook,at West  Mountain  Road Bridge,41.8567,-72.9158
17270,Cherry Brook,at Barbourtown Rd at Route 179,41.8588,-72.9132
17271,Cherry Brook,at West Road Bridge,41.8733,-72.9063
17272,Cherry Brook,at Wright Road Br,41.885,-72.8989
17273,Cherry Brook,at Shagbark Lane Br,41.8938,-72.8946
17274,Mad River,at Route 183,41.9311,-73.0829
17275,Mad River,at Division Street Bridge,41.927,-73.0772
17276,Mad River,at Munro Street Bridge,41.9262,-73.0769
17277,Mad River,at Hillside Street Bridge,41.9243,-73.0766
17278,Mad River,at Walking Bridge,41.9224,-73.0754
17279,Mad River,at Willow Street ds Bridge Street Bridge,41.9208,-73.0707
17280,Mad River,at Charles Street Bridge,41.9211,-73.0679
17281,Mad River,at Oak Street,41.9206,-73.0647
17282,Butternut Pond Outlet,US Route 66 at Bernie Orouke Drive,41.5562,-72.6685
17283,Chalker Brook,at South End Avenue,41.4536,-72.68
17284,Creampot Brook,at South End Avenue,41.4541,-72.6787
17285,Ellen Doyle Brook,at Strickland Road,41.5112,-72.7114
17286,Fowler Brook,at Confluence with Hersig Brook in Allyn Brook Park,41.4739,-72.6768
17287,Laurel Brook,at mouth Confluence with Coginchaug in Wadsworth Falls State Park,41.5356,-72.6864
17288,Parmalee Brook,at Parmalee Hill Road,41.459,-72.6925
17289,Sawmill Brook,at Route 68,41.4717,-72.7166
17290,Coginchaug River tributary to,at Route 77,41.4355,-72.6902
17291,Wadsworth Brook,at Trail crossing DS wallace way,41.5276,-72.6891
17292,Wadsworth Swimming Pond Outlet,at swimming pond outlet into Coginchaug River,41.5352,-72.6863
17293,Roaring Brook,upstream Stonehouse Road,41.9457,-72.2586
17294,Mount Hope River,DS of impoundment DS of Westford Hill Road (Baricak Road0,41.8902,-72.1713
17295,Bigelow Brook,DS Eastford Road,41.9182,-72.1398
17296,Little River,at Reilly Road,41.7433,-72.0527
17297,Mansure Pond,along eastern shoreline near outlet,41.7596,-72.1495
17298,Quinebaug River,between Little River confluence and Rte 44 crossing,41.9129,-71.9121
17299,Cuff Brook,0.1 miles downstream Route 84 Crossing,41.5409,-72.9485
17300,Cabin Brook,upstream Fedus Road,41.5605,-72.3167
17301,Redland Brick,leaving North Pond prior to entering Bancroft brook,41.8463,-72.5975
17302,Redland Brick,Leaving Quarry pump out pond orior to entering south pond,41.8438,-72.5948
17303,Redland Brick,leaving south pond prior to entering north pond,41.8463,-72.5975
17304,Broad Brook,downstream at East Road crossing,41.9309,-72.5214
17305,Broad Brook,upstream at junction of Snipsic Forest Road and Kibbe Road,41.9364,-72.4521
17306,Hatch Pondtributary to,upstream Bulls Bridge Road,41.6774,-73.4746
17307,WOMENSHENUCK BROOK,downstream South Kent Road,41.6925,-73.482
17308,Aquarion  DSN 101,Lagoon closest to settling tanks Lagoon discharge 1,41.0871,-73.6379
17309,Aquarion Putnum lake,second lagoon discharge,41.0876,-73.6377
17310,Horseneck Brook,below Putnum lake 20' downstream of small pump? Building,41.0831,-73.6403
17311,Roaring Brook,in Open Space property,41.3106,-72.4197
17312,Gulf Brook,upstream Diversion on Water Company Property,41.3805,-72.7806
17313,Dibbles Brook,upstream Cortland lane,41.3988,-73.3865
17314,Fivemile Brook,usstream of trib off private dirt road,41.3916,-73.1541
17315,East Branch Salmon Brook,DS of 202 bridge over river Route 202 North just after Romes Sporting Goods,41.9638,-72.7905
17316,East Branch Salmon Brook,DS of bridge East Street Bridge,41.9968,-72.8265
17317,Stony Brook,at Route 1,41.3594,-72.1753
17318,Jordan Brook,US Waterford parkway North,41.3683,-72.1509
17319,Ball Pond Brook,DS Ball Pond road East at outlet,41.4651,-73.519
17320,Ball Pond Brook,Upstream Meadow Brook Road,41.4703,-73.5101
17321,East Spring Brook,DS Nonewaug Road and Porter Hill road,41.6121,-73.1761
17322,Fourmile River,at spring rock road,41.339,-72.2592
17323,Heft Brook,Downstream Parker Hill Road,41.4022,-72.544
17324,Latimer Brook,behind St Mathias Church,41.4073,-72.2217
17325,Pomperaug River,US Flood Bridge Road,41.469403,-73.229214
17326,Poplar Swamp Brook,at Trout Pond outlet Winding Trails,41.7465,-72.8446
17327,South Branch Trout Brook,Downstream of Sedgewick Road,41.7536,-72.7449
17328,South Branch Trout Brook,ds Elmfield Road,41.7454,-72.7498
17329,Spring Lot Brook,US Westbrook HS athletic field access road off McVeagh Road,41.3011,-72.4517
